0.000	0.00	1	1	1			
0.010	0.00						
0.020	0.00						
0.030	0.00						
0.040	0.00						
0.050	0.00						
0.060	0.00						
0.070	0.00						
0.080	0.00						
0.090	0.00						
0.100	0.00						
0.110	0.00						
0.120	0.00						
0.130	0.00						
0.140	0.00						
0.150	0.00						
0.160	0.00						
0.170	0.00						
0.180	0.00						
0.190	0.00						
0.200	0.00						
0.210	0.00						
0.220	0.00						
0.230	0.00						
0.240	0.00						
0.250	0.00						
0.260	0.00						
0.270	0.00						
0.280	0.00						
0.290	0.00						
0.300	0.00						
0.310	0.00						
0.320	0.00						
0.330	0.00						
0.340	0.00						
0.350	0.00						
0.360	0.00						
0.370	0.00						
0.380	0.00						
0.390	0.00						
0.400	0.00						
0.410	0.00						
0.420	0.00						
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
